Disease,DPR
Progressive non-infectious anterior vertebral fusion,1091
Mandibuloacral dysplasia with type A lipodystrophy,1093
"Craniometadiaphyseal dysplasia, wormian bone type",1093
Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,1094
"Carnitine palmitoyl transferase II deficiency, neonatal form",1095
Familial thyroid dyshormonogenesis,1096
X-linked retinoschisis,1097
Choroideremia,1097
Familial pterygium of the conjunctiva,1097
Silent sinus syndrome,1097
Adult-onset foveomacular vitelliform dystrophy,1097
Ehlers-Danlos syndrome with periventricular heterotopia,1098
Paternal uniparental disomy of chromosome 6,1098
5q14.3 microdeletion syndrome,1099
Foveal hypoplasia-presenile cataract syndrome,1100
Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,1102
"Metaphyseal chondrodysplasia, Schmid type",1103
Blomstrand lethal chondrodysplasia,1103
Bartter syndrome,1104
Noonan syndrome,1107
Tuberous sclerosis complex,1108
Resistance to thyrotropin-releasing hormone syndrome,1109
Primary congenital hypothyroidism,1112
Congenital adrenal hyperplasia,1113
Ear-patella-short stature syndrome,1117
Paris-Trousseau thrombocytopenia,1119
Madelung deformity,1120
Hereditary hyperferritinemia-cataract syndrome,1123
Permanent congenital hypothyroidism,1125
Atypical Werner syndrome,1133
Glycogen storage disease due to muscle glycogen phosphorylase deficiency,1134
Sternal cleft,1135
Costello syndrome,1138
Microcephaly-brain defect-spasticity-hypernatremia syndrome,1138
Simpson-Golabi-Behmel syndrome,1139
Hypertrichosis-acromegaloid facial appearance syndrome,1143
Scalp-ear-nipple syndrome,1143
Testicular regression syndrome,1145
Benign schwannoma,1145
17q23.1q23.2 microdeletion syndrome,1145
Narcolepsy type 1,1146
3-hydroxy-3-methylglutaryl-CoA synthase deficiency,1149
Athyreosis,1149
ADULT syndrome,1150
Epidermolysis bullosa simplex with anodontia/hypodontia,1150
"Rhizomelic syndrome, Urbach type",1150
Isolated Dandy-Walker malformation,1152
Pityriasis rubra pilaris,1155
Spondyloepimetaphyseal dysplasia with multiple dislocations,1155
Tetrasomy 18p,1158
Pseudoxanthoma elasticum,1159
Agnathia-holoprosencephaly-situs inversus syndrome,1161
Distal monosomy 6p,1161
Rhizomelic chondrodysplasia punctata,1163
Hypothyroidism due to deficient transcription factors involved in pituitary development or function,1167
Fetal parvovirus syndrome,1168
Cutaneous collagenous vasculopathy,1174
Acrodysostosis,1175
Microphthalmia with linear skin defects syndrome,1176
Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,1182
Calciphylaxis,1183
Beta-thalassemia major,1183
Crandall syndrome,1183
EEM syndrome,1187
Smith-Lemli-Opitz syndrome,1189
DPM1-CDG,1189
Barber-Say syndrome,1190
ALG3-CDG,1193
SHORT syndrome,1195
Friedreich ataxia,1197
MPDU1-CDG,1203
Thyroid ectopia,1203
Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome,1207
Farber disease,1209
CODAS syndrome,1210
Hutchinson-Gilford progeria syndrome,1213
Intellectual disability-seizures-macrocephaly-obesity syndrome,1213
Dermatomyositis,1214
Nephrogenic diabetes insipidus-intracranial calcification syndrome,1214
Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,1214
"49,XYYYY syndrome",1214
Mitochondrial myopathy and sideroblastic anemia,1216
Infantile systemic hyalinosis,1219
Hodgkin lymphoma,1220
Hereditary folate malabsorption,1222
FATCO syndrome,1223
Growth delay-hydrocephaly-lung hypoplasia syndrome,1224
7q11.23 microduplication syndrome,1224
X-linked dominant chondrodysplasia punctata,1225
Kabuki syndrome,1227
"46,XX gonadal dysgenesis",1229
Fetal cytomegalovirus syndrome,1231
MYH7-related late-onset scapuloperoneal muscular dystrophy,1235
Arachnoiditis,1237
Spondyloepimetaphyseal dysplasia with joint laxity,1237
Pachydermoperiostosis,1241
Microcephalic osteodysplastic primordial dwarfism type II,1242
Becker muscular dystrophy,1246
Sialuria,1252
Yunis-Varon syndrome,1252
Mucolipidosis type II,1255
Leri-Weill dyschondrosteosis,1256
KID syndrome,1258
Adrenocortical carcinoma,1258
Treacher-Collins syndrome,1265
Corneodermatoosseous syndrome,1270
"48,XYYY syndrome",1271
Blepharo-cheilo-odontic syndrome,1277
Wilson disease,1282
Nakajo-Nishimura syndrome,1282
Cowden syndrome,1286
Norrie disease,1287
15q24 microdeletion syndrome,1289
Werner syndrome,1294
Succinic semialdehyde dehydrogenase deficiency,1298
Hennekam syndrome,1298
Autosomal recessive spastic ataxia of Charlevoix-Saguenay,1301
Neurofibromatosis-Noonan syndrome,1302
Congenital atransferrinemia,1303
Late infantile neuronal ceroid lipofuscinosis,1304
Glycogen storage disease due to glycogen branching enzyme deficiency,1305
Malaria,1306
Tricho-retino-dento-digital syndrome,1308
Cataract-intellectual disability-hypogonadism syndrome,1315
Camurati-Engelmann disease,1317
Dent disease,1322
Ring chromosome 7 syndrome,1324
FGFR2-related bent bone dysplasia,1331
Pelizaeus-Merzbacher disease,1336
Granulomatosis with polyangiitis,1336
Rett syndrome,1342
Nager syndrome,1344
Acrorenal syndrome,1345
15q overgrowth syndrome,1352
Carnitine palmitoyltransferase II deficiency,1354
PTEN hamartoma tumor syndrome,1355
Osteomesopyknosis,1356
CADASIL,1357
Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,1359
"45,X/46,XY mixed gonadal dysgenesis",1360
Waardenburg syndrome type 1,1363
Mucopolysaccharidosis type 4,1368
Juberg-Hayward syndrome,1373
Embryonary disorganization syndrome,1377
Nevus comedonicus syndrome,1383
Alpers-Huttenlocher syndrome,1390
Autosomal recessive cutis laxa type 2,1390
Nasu-Hakola disease,1391
Cleidocranial dysplasia,1393
Von Hippel-Lindau disease,1395
Ulnar-mammary syndrome,1396
Locked-in syndrome,1397
Miller-Dieker syndrome,1397
Distal monosomy 13q,1401
Peutz-Jeghers syndrome,1402
Sezary syndrome,1402
Hereditary angioedema type 1,1403
Hartnup disease,1407
Marinesco-Sjogren syndrome,1411
Scleroderma,1417
"Spondyloepimetaphyseal dysplasia, Irapa type",1418
"Brachydactylous dwarfism, Mseleni type",1423
Autosomal dominant hyper-IgE syndrome,1429
Benign familial infantile epilepsy,1435
Craniofaciofrontodigital syndrome,1440
Cronkhite-Canada syndrome,1442
"Ehlers-Danlos syndrome, kyphoscoliotic type",1448
Dysequilibrium syndrome,1452
Dyskeratosis congenita,1459
Diphallia,1460
Linear nevus sebaceus syndrome,1461
Carpenter syndrome,1466
Waardenburg-Shah syndrome,1467
Myhre syndrome,1473
Angelman syndrome,1474
Xeroderma pigmentosum,1477
Lenz-Majewski hyperostotic dwarfism,1478
Diastrophic dwarfism,1480
Ring chromosome 4 syndrome,1483
Wolcott-Rallison syndrome,1484
Microbrachycephaly-ptosis-cleft lip syndrome,1488
Acrocephalopolydactyly,1488
Central congenital hypothyroidism,1488
Carnitine palmitoyl transferase 1A deficiency,1494
Autosomal recessive hypophosphatemic rickets,1494
O'Sullivan-McLeod syndrome,1509
Marden-Walker syndrome,1512
Sturge-Weber syndrome,1526
Terminal transverse limb defect,1526
Stickler syndrome,1529
Homozygous familial hypercholesterolemia,1533
Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,1533
Albers-Schonberg osteopetrosis,1535
Hepatic fibrosis-renal cysts-intellectual disability syndrome,1539
Ectodermal dysplasia-blindness syndrome,1543
"Ehlers-Danlos syndrome, hypermobility type",1546
Congenital muscular dystrophy type 1A,1548
X-linked adrenoleukodystrophy,1554
Congenital ichthyosis-microcephalus-tetraplegia syndrome,1555
Pyridoxine-dependent epilepsy,1558
CEDNIK syndrome,1559
Diffuse neonatal hemangiomatosis,1562
"Dysostosis, Stanescu type",1568
Wiedemann-Steiner syndrome,1577
Mucopolysaccharidosis type 2,1579
Fountain syndrome,1587
Dubowitz syndrome,1588
Congenital hydronephrosis,1592
Papilloma of choroid plexus,1595
Intellectual disability-spasticity-ectrodactyly syndrome,1601
Hypertrichosis cubiti,1602
Galactosemia,1614
Distal monosomy 17q,1615
20q11.2 microdeletion syndrome,1615
Megalencephaly-capillary malformation-polymicrogyria syndrome,1616
Sirenomelia,1621
Fucosidosis,1628
Focal dermal hypoplasia,1628
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,1628
Atypical hemolytic-uremic syndrome,1632
Sotos syndrome,1637
Incontinentia pigmenti,1653
Cocaine embryofetopathy,1658
Intellectual disability-polydactyly-uncombable hair syndrome,1664
Stuve-Wiedemann syndrome,1668
Carbon monoxide-induced parkinsonism,1668
Alkaptonuria,1670
Acrofrontofacionasal dysostosis,1676
Absence deformity of leg-cataract syndrome,1687
3q13 microdeletion syndrome,1697
Metaphyseal anadysplasia,1698
Microcephaly-lymphedema-chorioretinopathy syndrome,1705
Roberts syndrome,1726
Noonan syndrome with multiple lentigines,1727
Leri pleonosteosis,1729
22q11.2 deletion syndrome,1739
Occipital horn syndrome,1743
Mitochondrial neurogastrointestinal encephalomyopathy,1744
6p22 microdeletion syndrome,1746
Multiple benign circumferential skin creases on limbs,1748
Krabbe disease,1752
Ataxia-oculomotor apraxia type 1,1755
Hereditary neurocutaneous malformation,1778
Hypocalcemic vitamin D-resistant rickets,1784
Chediak-Higashi syndrome,1798
CHIME syndrome,1808
Stiff person syndrome and related disorders,1818
Cerebrotendinous xanthomatosis,1824
Townes-Brocks syndrome,1825
Dextrocardia,1826
Brain dopamine-serotonin vesicular transport disease,1827
Erdheim-Chester disease,1842
Juvenile hyaline fibromatosis,1843
Cardiofaciocutaneous syndrome,1860
Trisomy 20p,1862
Thrombotic thrombocytopenic purpura,1884
Ataxia-telangiectasia,1892
Muckle-Wells syndrome,1892
Encephalocraniocutaneous lipomatosis,1896
Orofaciodigital syndrome type 4,1896
"Bone dysplasia, lethal Holmgren type",1897
Microgastria-limb reduction defect syndrome,1910
MELAS,1915
Oculocerebrorenal syndrome of Lowe,1916
Neonatal adrenoleukodystrophy,1960
Kufor-Rakeb syndrome,1963
Disorder of bile acid synthesis,1970
Pantothenate kinase-associated neurodegeneration,1995
Maternal uniparental disomy of chromosome 4,2003
Non-rhizomelic chondrodysplasia punctata,2006
Autosomal dominant Larsen syndrome,2010
Trisomy 13,2016
Congenital disorder of glycosylation,2043
Multiple carboxylase deficiency,2059
Fetal hydantoin syndrome,2066
Alpha-thalassemia-X-linked intellectual disability syndrome,2067
Diprosopus,2105
Cartilage-hair hypoplasia,2105
Berardinelli-Seip congenital lipodystrophy,2133
American trypanosomiasis,2137
8p inverted duplication/deletion syndrome,2137
Recombinant 8 syndrome,2153
GM1 gangliosidosis,2156
Osteopetrosis and related disorders,2179
Sagliker syndrome,2190
Glutathione synthetase deficiency,2197
Congenital erythropoietic porphyria,2199
Hypoplasminogenemia,2212
"Ehlers-Danlos syndrome, vascular type",2213
Bloom syndrome,2233
Diabetic embryopathy,2235
Geroderma osteodysplastica,2236
West syndrome,2261
Intellectual disability-sparse hair-brachydactyly syndrome,2263
McCune-Albright syndrome,2273
Hypotrichosis with juvenile macular degeneration,2274
6q25 microdeletion syndrome,2287
"Oculocerebral hypopigmentation syndrome, Cross type",2294
Autosomal dominant Charcot-Marie-Tooth disease type 2Y,2326
Infantile Refsum disease,2329
1p36 deletion syndrome,2333
Nijmegen breakage syndrome,2356
CHARGE syndrome,2359
Multiple epiphyseal dysplasia,2359
Cutis laxa,2369
Cockayne syndrome,2385
Sarcoidosis,2398
20q13.33 microdeletion syndrome,2407
Holoprosencephaly,2411
Monomelic amyotrophy,2412
Ichthyosis follicularis-alopecia-photophobia syndrome,2419
Splenogonadal fusion-limb defects-micrognathia syndrome,2426
Peroxisomal acyl-CoA oxidase deficiency,2461
Buschke-Ollendorff syndrome,2472
1q41q42 microdeletion syndrome,2480
Glycogen storage disease due to acid maltase deficiency,2482
"Dermatoosteolysis, Kirghizian type",2489
Kaposi sarcoma,2489
Oculodentodigital dysplasia,2490
Sickle cell anemia,2492
Maternal uniparental disomy of chromosome 1,2500
Mucopolysaccharidosis type 1,2514
Proteus syndrome,2525
Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome,2526
Waardenburg syndrome,2543
Autosomal recessive malignant osteopetrosis,2543
Trisomy 18p,2549
Waardenburg syndrome type 3,2562
Toriello-Lacassie-Droste syndrome,2575
Angioosteohypertrophic syndrome,2595
Rare circulatory system disease,2612
Blackfan-Diamond anemia,2634
Van Regemorter-Pierquin-Vamos syndrome,2652
Gorlin-Chaudhry-Moss syndrome,2676
Diaphragmatic defect-limb deficiency-skull defect syndrome,2734
Multiple osteochondromas,2741
Free sialic acid storage disease,2747
Dysplastic cortical hyperostosis,2749
Neuronal ceroid lipofuscinosis,2752
Neurogenic arthrogryposis multiplex congenita,2787
Nail-patella syndrome,2795
Schwartz-Jampel syndrome,2826
Microphthalmia with limb anomalies,2836
Mosaic trisomy 15,2886
"Combined pituitary hormone deficiencies, genetic forms",2893
Familial multiple nevi flammei,2916
Chronic mucocutaneous candidiasis,2918
Poland syndrome,2918
Neu-Laxova syndrome,3055
Mesomelia-synostoses syndrome,3067
Adams-Oliver syndrome,3070
Undifferentiated pleomorphic sarcoma,3088
Dystrophic epidermolysis bullosa,3092
Choreoacanthocytosis,3132
Congenital hypothyroidism,3268
Trisomy 18,3374
Cutis marmorata telangiectatica congenita,3405
Rhombencephalosynapsis,3429
Ito hypomelanosis,3465
Spastic paraplegia-Paget disease of bone syndrome,3466
Williams syndrome,3504
Rigid spine syndrome,3514
Mazabraud syndrome,3619
Congenital pseudoarthrosis of the clavicle,3621
Recessive aplasia cutis congenita of limbs,3633
Klippel-Trenaunay syndrome,3638
Melorheostosis,3681
Scheie syndrome,3696
Beta-thalassemia intermedia,3709
Alopecia-intellectual disability syndrome,3717
Refsum disease,3746
Cono-spondylar dysplasia,3752
Alopecia-contractures-dwarfism-intellectual disability syndrome,3768
LIG4 syndrome,3790
Dermochondrocorneal dystrophy,3816
Beta-thalassemia,3830
Wolf-Hirschhorn syndrome,3831
Infantile myofibromatosis,3832
RHYNS syndrome,3858
Satoyoshi syndrome,3861
Amyloidosis,3876
Mandibuloacral dysplasia with type B lipodystrophy,4021
Hurler syndrome,4062
Holoprosencephaly-caudal dysgenesis syndrome,4112
Lipodystrophy due to peptidic growth factors deficiency,4121
Hennekam-Beemer syndrome,4124
Silver-Russell syndrome,4196
Growth hormone insensitivity syndrome,4237
"Hereditary acrokeratotic poikiloderma, Weary type",4298
7p22.1 microduplication syndrome,4305
Microcephalic osteodysplastic primordial dwarfism types I and III,4321
Autosomal recessive multiple pterygium syndrome,4392
Autosomal recessive spastic paraplegia type 20,4401
Gaucher disease,4559
Ellis Van Creveld syndrome,4604
Aplasia cutis-myopia syndrome,4612
Ectodermal dysplasia syndrome,4691
Orofaciodigital syndrome type 1,4874
Primary hyperoxaluria type 1,4942
SSR4-CDG,5253
Pycnodysostosis,5337
Rothmund-Thomson syndrome,5545
Mosaic variegated aneuploidy syndrome,6193
Fanconi anemia,6546
Axial mesodermal dysplasia spectrum,6576
Neurofibromatosis type 1,7926
Leydig cell hypoplasia,13559
Male infertility with teratozoospermia due to single gene mutation,13559
Male infertility with azoospermia or oligozoospermia due to single gene mutation,13559
Normosmic congenital hypogonadotropic hypogonadism,13560
Autosomal recessive spastic paraplegia type 15,13560
