HPO,PDR
Impaired arachidonic acid-induced platelet aggregation,30
Impaired convulxin-induced platelet aggregation,30
Spontaneous platelet aggregation,30
Impaired phorbol myristate acetate-induced platelet aggregation,30
Impaired calcium ionophore-induced platelet aggregation,30
Impaired ADP-induced platelet aggregation,30
Thrombocytosis,30
Increased RIPA,30
Impaired epinephrine-induced platelet aggregation,30
Impaired collagen-related peptide-induced platelet aggregation,30
Impaired collagen-induced platelet aggregation,30
Simultanapraxia,30
Prolonged somatosensory evoked potentials,30
Duplication of bones involving the upper extremities,30
Abnormality of the upper arm,30
Abnormal arm span,30
Reduced arm span,30
Calcification of the interosseus membrane of the forearm,30
Absent forearm,30
Abnormality of the forearm,30
Bone-in-a-bone appearance of forearm,30
Abnormality of the upper limb,30
Megakaryocyte nucleus hypolobulation,30
Abnormal megakaryocyte morphology,30
Megakaryocytopenia,30
Megakaryocyte dysplasia,30
Increased multinucleated megakaryocyte count,30
Megakaryocyte nucleus hyperlobulation,30
Increased micromegakaryocyte count,30
Increased megakaryocyte count,30
Gastrointestinal obstruction,30
Abnormal liver morphology,30
Lipid accumulation in hepatocytes,30
Ectopic liver,30
Storage in hepatocytes,30
Degenerative liver disease,30
Abnormality of the biliary system,30
Coarsened hepatic echotexture,30
Starry sky appearance on hepatic sonography,30
Decreased hepatic echogenicity,30
Depletion of mitochondrial DNA in liver,30
Abnormal liver sonography,30
Abnormal liver physiology,30
Abnormal hepatic echogenicity,30
Abnormal hepatic glycogen storage,30
Hepatic agenesis,30
Increased hepatic echogenicity,30
Malformation of the hepatic ductal plate,30
Abnormality of the liver,30
Portal fibrosis,30
Increased troponin T level in blood,31
Abnormal cardiac MRI,31
Abnormality of the fetal cardiovascular system,31
Abnormal cardiac exercise stress test,31
Abnormal cardiac catheterization,31
Persistent patent ductus venosus,31
Persistent fetal circulation,31
Abnormal cardiac biomarker test,31
Abnormality of ductus venosus blood flow,31
Abnormal cardiac test,31
Congenital portosystemic venous shunt,31
Abnormal resting energy expenditure from metabolic cart test,31
Increased troponin I level in blood,31
Abnormality of the cardiovascular system,31
Esophageal food impaction,31
Esophageal furrows,31
Acute esophageal necrosis,31
Spontaneous esophageal perforation,31
Esophageal duplication,31
Esophageal leukoplakia,31
Abnormal esophagus morphology,31
Esophageal exudate,31
Mallory-Weiss tear,31
Microgastria,31
Aplasia/Hypoplasia of the pancreas,31
Pancreatic fibrosis,31
Abnormality of the round window,31
Abnormality of the vestibular window,31
Increased DLCO,31
Abnormal DLCO,31
Abnormality on pulmonary function testing,31
Bronchial breath sound,31
Rhonchi,31
Pleural rub,31
Abnormal breath sound,31
Chronic obstructive airway disease from birth,31
Obstructive lung disease,31
Abnormality of the musculature of the limbs,31
Unilateral hypoplasia of pectoralis major muscle,31
Abnormality of muscle physiology,31
Muscle hyperirritability,31
Pelvic girdle muscle atrophy,31
Amyotrophy of the musculature of the pelvis,31
Poor motor coordination,31
Neurodevelopmental abnormality,31
Hypertrophy of the upper limb,31
Increased arm span,31
Forearm reduction defects,31
Abnormality of multiple cell lineages in the bone marrow,31
Bone marrow hypercellularity,31
Abnormality of esophagus physiology,31
Esophageal spasms,31
Cystic liver disease,31
Increased hepatocellular lipid droplets,31
Nodular regenerative hyperplasia of liver,31
Impaired stimulus-induced skin wrinkling,31
Positive pathergy test,31
Harlequin phenomenon,31
Abnormality of skin physiology,31
Esophageal web,32
Esophageal stenosis,32
Esophageal ulceration,32
Esophageal diverticulum,32
Congenital pyloric atresia,32
Absent nipple,32
Bulbar signs,32
Ectopic adrenal gland,32
Absent vestibular function,32
Vestibular hypofunction,32
Abnormal vestibulo-ocular reflex,32
Breathing dysregulation,32
Decreased sensitivity to hypoxemia,32
Rhinorrhea,32
Aspiration,32
Decreased DLCO,32
Neonatal breathing dysregulation,32
Generalized weakness of limb muscles,32
Abnormality of the hemidiaphragms,32
Abnormality of the diaphragm,32
Muscle eosinophilia,32
Aplasia of the left hemidiaphragm,32
Hypoplasia of the diaphragm,32
Cytochrome C oxidase-negative muscle fibers,32
Abnormality of the left hemidiaphragm,32
Agenesis of the diaphragm,32
Generalized muscular appearance from birth,32
Abnormality of muscle size,32
Diaphragmatic eventration,32
Denervation of the diaphragm,32
Aplasia/Hypoplasia of the diaphragm,32
Abnormal muscle tone,32
Firm muscles,32
Abnormal muscle morphology,32
Tetany,32
Poor gross motor coordination,32
Trigeminal neuralgia,32
Autonomic bladder dysfunction,32
Abnormal chest radiograph finding (lung),32
Pulmonary opacity,32
Pulmonary pneumatocele,32
Bronchopulmonary sequestration,32
Cystic lung disease,32
Extralobar sequestration,32
Subpleural interstitial thickening,32
Lung abscess,32
Abnormal subpleural morphology,32
Hypersensitivity pneumonitis,32
Unilateral primary pulmonary dysgenesis,32
Subpleural honeycombing,32
Fibrocystic lung disease,32
Pulmonary granulomatosis,32
Intralobar sequestration,32
Pulmonary eosinophilic infiltration,32
Abnormal lung morphology,32
Myelofibrosis,32
Polycystic liver disease,32
Increased hepatic glycogen content,32
Sirenomelia,32
Supernumerary nipple,32
Impaired visually enhanced vestibulo-ocular reflex,33
Reduced beta/alpha synthesis ratio,33
Imbalanced hemoglobin synthesis,33
Methemoglobinemia,33
Reduced alpha/beta synthesis ratio,33
Hemoglobin Barts,33
Reduced hemoglobin A,33
HbS hemoglobin,33
Increased HbA2 hemoglobin,33
Abnormal hemoglobin,33
Hypoparathyroidism,33
Dysmenorrhea,33
Pancreatic aplasia,33
Hepatic cysts,33
Expiratory crackles,33
Inspiratory crackles,33
Crackles,33
Late inspiratory crackles,33
Early inspiratory crackles,33
Abnormality of skeletal muscles,33
Absent left hemidiaphragm,33
Abnormality of the right hemidiaphragm,33
Increased muscle fatiguability,33
Congenital cystic adenomatoid malformation of the lung,33
Alveolar proteinosis,33
Respiratory tract infection,33
Hepatic periportal necrosis,33
Hepatic necrosis,33
Abnormal liver parenchyma morphology,33
Abnormal location of ears,33
Polyotia,33
Hypertrophic auricular cartilage,33
Extra concha fold,33
Superiorly displaced ears,33
Abnormality of the outer ear,33
Anteverted ears,33
Recurrent singultus,34
Gangrene,34
Elevated hemoglobin A1c,34
Increased serum testosterone level,34
Absence of secondary sex characteristics,34
Pancreatic hypoplasia,34
Abnormality of the lymphatic system,34
Vestibular areflexia,34
Wheezing,34
Obstructive deficit on pulmonary function testing,34
Squawks,34
Abnormal leukocyte morphology,34
Abnormal monocyte count,34
Abnormal leukocyte count,34
Abnormality of phagocytes,34
Absence of bactericidal oxidative respiratory burst in phagocytes,34
Abnormality of myeloid leukocytes,34
Abnormality monocyte morphology,34
Monocytosis,34
Skeletal muscle steatosis,34
Abnormality of the abdominal musculature,34
Bronchitis,34
Acute bronchitis,34
Abnormal larynx physiology,34
Abnormality of the aryepiglottic fold,34
Abnormal larynx morphology,34
Abnormality of the larynx,34
Laryngeal cyst,34
Cartilaginous ossification of larynx,34
Laryngeal atresia,34
Abnormal epiglottis morphology,34
Laryngeal cartilage malformation,34
Laryngeal obstruction,34
Absent malleus,34
Abnormality of the middle ear ossicles,34
Abnormality of the incus,34
Aplasia of the middle ear ossicles,34
Abnormality of the malleus,34
Functional intestinal obstruction,34
Hepatocellular necrosis,34
Abnormal liver lobulation,34
Ochronosis,34
Abnormality of skin morphology,34
Abnormal cutaneous elastic fiber morphology,34
Abnormal dermoepidermal junction morphology,34
Linear C3 deposits along the epidermal basement membrane zone,34
Thickened elastic fibers in the dermis,34
Cauliflower deformity of dermal collagen fibrils,34
Maceration,34
Linear IgA deposits along the epidermal basement membrane zone,34
Clumping of elastic fibers in the dermis,34
Luse bodies,34
Elevated dermal desmosine content,34
Abnormal cutaneous collagen fibril morphology,34
Linear IgG deposits along the epidermal basement membrane zone,34
Increased number of elastic fibers in the dermis,34
Synotia,34
Developmental stagnation at onset of seizures,35
Developmental stagnation,35
Postnatal cystic hygroma,35
Cystic hygroma,35
Hemoglobin H,35
Persistence of hemoglobin F,35
Autoimmune hypoparathyroidism,35
Lethal infantile mitochondrial myopathy,35
Mitochondrial myopathy,35
Hyperaldosteronism,35
Abnormality of pineal physiology,35
Primary hyperaldosteronism,35
Secondary hyperaldosteronism,35
Annular pancreas,35
Reduced vital capacity,35
Laryngospasm,35
Increased basophil count,35
Monocytopenia,35
Abnormal granulocyte morphology,35
Congenital agranulocytosis,35
Agranulocytosis,35
Abnormal basophil morphology,35
Granulocytopenia,35
Abnormal basophil count,35
Decreased basophil count,35
Drug-induced agranulocytosis,35
Micrographia,35
Abnormality of higher mental function,35
Optic ataxia,35
Chronic lung disease,35
Bronchiolitis,35
Acute respiratory tract infection,35
Hypoplasia of the epiglottis,35
Laryngeal web,35
Aplasia/Hypoplasia of the Epiglottis,35
Aplasia of the epiglottis,35
Laryngeal cleft,35
Anteroposteriorly shortened larynx,35
Stapes ankylosis,35
Abnormality of the stapes,35
Congenital stapes ankylosis,35
Absent stapes head,35
Absent stapes,35
Digital pitting scar,35
Anetoderma,35
Perifollicular fibrosis,35
Rope sign,35
Localized skin lesion,35
Serpiginous cutaneous lesion,35
Skin pit,35
Lichenoid skin lesion,35
Annular cutaneous lesion,35
Abnormal perifollicular morphology,35
Perifollicular erythema,35
Delayed recoil upon stretching of skin,35
Eruptive vellus hair cyst,35
Trichilemmal cyst,35
Abnormal elasticity of skin,35
Localized area of pendulous skin,35
Abnormally lax or hyperextensible skin,35
Rete ridge flattening,35
Civatte bodies,35
Abnormality of epidermal morphology,35
Molluscoid pseudotumors,35
Cutaneous cyst,35
Unilateral external ear deformity,35
Impacted cerumen,35
Aplasia/Hypoplasia of the external ear,35
Cerumen abnormality,35
Abnormality of the auditory canal,35
Focal absence of the external ear,35
Otitis externa,35
Abnormal cerumen color,35
Excessive cerumen,35
Congenital hypoparathyroidism,36
Abnormal pineal melatonin secretion,36
Hypoxemia,36
Oxygen desaturation on exertion,36
Rhabdomyolysis,36
Skeletal muscle fibrosis,36
Anesthetic-induced rhabdomylosis,36
Viral infection-induced rhabdomyolysis,36
Alcohol-induced rhabdomyolysis,36
Intramuscular hematoma,36
Incoordination,36
Abnormal lower-limb motor evoked potentials,36
Bronchogenic cyst,36
Acute infectious pneumonia,36
Abnormal vocal cord morphology,36
Bifid epiglottis,36
Subglottic stenosis,36
Vocal cord polyp,36
Otosclerosis,36
Cutis marmorata telangiectatica congenita,36
Nevus anemicus,36
Nevus roseus,36
Capillary malformation,36
Closed comedo,36
Open comedo,36
Comedo,36
Angioma serpentinum,36
Skin fissure,36
Poor appetite,36
Anorectal anomaly,37
Hypoplastic nipples,37
Elevated serum 11-deoxycortisol,37
Abnormality of endocrine pancreas physiology,37
Thyroid nodule,37
Adrenal hyperplasia,37
Abnormality of thyroid morphology,37
Abnormality of the thyroid gland,37
Increased circulating ACTH level,37
Increased circulating cortisol level,37
Decreased serum testosterone level,37
Thyroglossal cyst,37
Secondary hypercortisolism,37
Bronchospasm,37
Amyoplasia,37
Aplasia/Hypoplasia involving the skeletal musculature,37
Aplasia of the musculature,37
Laryngeal hypoplasia,37
Bowing of the vocal cords,37
Megaloblastic bone marrow,37
Increased number of skin folds,37
Prominent digit pad,37
Epidermal acanthosis,37
Pretibial myxedema,37
Regional abnormality of skin,37
Dermal translucency,37
Dermoid cyst,37
Sawtooth acanthosis,37
Bilateral external ear deformity,37
Abnormal gallbladder morphology,38
Abnormal gallbladder physiology,38
Bilobate gallbladder,38
Cystic artery pseudoaneurysm,38
Gallbladder perforation,38
Abnormality of infraorbital artery,38
Abnormality of the vasculature,38
Echogenic intracardiac focus,38
Abnormality of the gallbladder,38
Esophageal obstruction,38
Abnormality of limb bone,38
Abnormality of the skeletal system,38
Exocrine pancreatic insufficiency,38
Abnormality of thyroid physiology,38
Reduced radioactive iodine uptake,38
Primary hypercortisolism,38
Dexamethasone-suppresible primary hyperaldosteronism,38
Positive perchlorate discharge test,38
Increased radioactive iodine uptake,38
Abnormal radioactive iodine uptake test result,38
Thyroid defect in oxidation and organification of iodide,38
Macronodular adrenal hyperplasia,38
Thyroid-stimulating hormone receptor defect,38
Thyroid hormone receptor defect,38
Inactivating thyroid-stimulating hormone receptor defect,38
Chronic obstructive pulmonary disease,38
Abnormality of the tonsils,38
Tonsillitis,38
Biliary tract abnormality,38
Hemobilia,38
Sphincter of Oddi dyskinesia,38
Abnormal biliary tract physiology,38
Biliary dyskinesia,38
Gallbladder dyskinesia,38
Groin pain,38
Toe pain,38
Flank pain,38
Foot pain,38
Ankle pain,38
Wrist pain,38
Finger pain,38
Anal pain,38
Elbow pain,38
Pain,38
Abnormal osteoclast count,38
Abnormal macrophage morphology,38
Decreased osteoclast count,38
Abnormal macrophage count,38
Acute rhabdomyolysis,38
Fatty replacement of skeletal muscle,38
Exercise-induced rhabdomyolysis,38
Aplasia/Hypoplasia involving the musculature of the extremities,38
Exercise-induced muscle fatigue,38
Hypothalamic hypometabolism in FDG PET,38
Thalamic hypometabolism in FDG PET,38
Prefrontal hypometabolism in FDG PET,38
Finger agnosia,38
Abnormal brain FDG positron emission tomography,38
Agnosia,38
Peptic ulcer,38
Abnormality of the genital system,38
Laryngeal stridor,38
Hyperperistalsis,38
